transaction_id,customer_age,sender_country,recipient_country,risk_segment,account_age_days,account_balance,avg_transaction_amount,transaction_amount,transaction_type,device_type,previous_failed_attempts,transactions_last_24h,days_since_last_transaction,time_by_greenwich,is_fraud
18369,41,Russia,Unknown,medium,739,9668.31,1018.31,1194.22,online_transfer,mobile,0,3,30,2026-01-01 03:40:41,0
18370,28,Russia,Russia,low,2151,113089.89,1178.18,3286.17,online_transfer,mobile,0,1,53,2026-01-01 04:12:30,0
18371,32,Russia,UAE,low,1789,47488.34,1251.71,10915.69,card_payment,atm,0,2,21,2026-01-01 20:14:08,0
18372,22,Russia,Turkey,low,1425,29748.86,1711.19,162.35,bill_payment,atm,0,4,46,2026-01-01 17:44:48,0
18373,64,UAE,Russia,low,1475,35069.58,501.7,285.22,card_payment,desktop,0,5,50,2026-01-01 09:25:37,0
18374,57,UAE,China,low,519,43907.67,2598.7,9450.95,online_transfer,mobile,0,2,7,2026-01-01 01:08:36,0
18375,34,Germany,Russia,low,494,8543.88,1644.75,3659.53,online_transfer,desktop,1,5,3,2026-01-01 23:56:39,1
18376,60,Russia,Russia,low,3509,18835.29,694.08,582.32,card_payment,atm,0,1,32,2026-01-01 12:32:18,0
18377,69,Russia,Russia,low,1938,18668.15,1072.31,1097.56,card_payment,mobile,0,3,55,2026-01-01 08:33:29,0
18378,41,UAE,Russia,low,1971,358731.03,5926.5,5462.14,online_transfer,mobile,0,3,4,2026-01-01 07:00:45,0
18379,43,Germany,Russia,low,233,16357.82,1696.69,4649.92,bill_payment,desktop,0,4,16,2026-01-01 13:20:17,0
18380,45,Russia,Russia,high,2503,47765.26,1118.08,401.98,cash_withdrawal,mobile,0,1,26,2026-01-01 18:08:26,0
18381,54,Russia,Russia,low,2745,24913.52,3165.92,854.46,online_transfer,atm,1,7,23,2026-01-01 10:38:31,1
18382,28,Russia,Russia,medium,2508,18606.34,898.93,2894.3,card_payment,desktop,0,3,19,2026-01-01 05:28:32,0
18383,22,Russia,Russia,low,3228,18547.39,875.26,330.13,bill_payment,mobile,0,3,17,2026-01-01 03:41:07,0
18384,74,Russia,Unknown,low,2180,13022.41,2727.54,6500.55,card_payment,mobile,1,2,50,2026-01-01 10:09:07,0
18385,54,Russia,Russia,low,1384,30806.69,1824.69,1427.42,card_payment,mobile,1,1,42,2026-01-01 13:58:59,0
18386,69,China,Russia,medium,3464,88494.99,857.08,582.19,card_payment,mobile,0,3,41,2026-01-01 06:49:33,0
18387,37,China,Germany,low,2239,36298.59,1026.57,931.63,bill_payment,desktop,2,2,11,2026-01-01 22:58:23,0
18388,65,Russia,Turkey,medium,3475,20668.41,1696.92,482.68,cash_withdrawal,mobile,0,4,15,2026-01-01 19:13:51,0
18389,73,Turkey,Russia,medium,1722,54422.48,1786.65,3881.01,card_payment,mobile,0,3,34,2026-01-01 13:32:21,0
18390,53,Russia,Germany,low,1854,25106.77,5603.45,9684.5,card_payment,desktop,0,3,30,2026-01-01 21:42:44,1
18391,61,Russia,Kazakhstan,low,2698,42896.03,1084.98,1636.32,bill_payment,mobile,0,3,20,2026-01-01 02:01:05,0
18392,21,Russia,Unknown,low,2834,15792.57,1118.86,1975.22,card_payment,mobile,2,2,19,2026-01-01 17:08:32,0
18393,54,Germany,Russia,medium,3402,112677.11,1236.86,574.67,online_transfer,desktop,0,1,59,2026-01-01 08:07:34,0
18394,54,Russia,Russia,low,1519,30338.38,664.53,205.91,online_transfer,mobile,0,5,14,2026-01-01 01:27:35,0
18395,20,Kazakhstan,Kazakhstan,high,902,16242.18,1066.13,1707.37,card_payment,desktop,0,6,29,2026-01-01 07:14:21,0
18396,27,Germany,Russia,low,1268,35644.4,1592.78,889.09,card_payment,mobile,1,3,56,2026-01-01 14:29:45,0
18397,23,Kazakhstan,Germany,medium,2718,22832.22,1436.38,1300.5,bill_payment,mobile,1,2,59,2026-01-01 16:46:43,0
18398,29,Russia,Russia,low,1014,8974.96,1263.75,414.11,cash_withdrawal,pos_terminal,0,4,14,2026-01-01 02:57:32,0
18399,62,Turkey,Unknown,medium,1469,42658.43,5059.96,6953.53,card_payment,desktop,0,4,27,2026-01-01 10:39:36,0
18400,36,Russia,Russia,low,1386,43184.47,680.83,349.3,cash_withdrawal,mobile,0,1,18,2026-01-01 13:58:29,0
18401,40,Russia,UAE,low,3399,44717.76,1835.57,29413.5,cash_withdrawal,pos_terminal,0,2,0,2026-01-01 09:24:35,0
18402,29,Turkey,Russia,medium,3239,21331.07,1034.3,807.87,card_payment,pos_terminal,0,2,24,2026-01-01 12:02:32,0
18403,50,Russia,Russia,low,1814,9450.88,4740.52,1691.97,online_transfer,mobile,0,3,36,2026-01-01 07:42:54,0
18404,73,Kazakhstan,Russia,medium,3255,34275.98,821.88,1338.18,card_payment,mobile,0,1,3,2026-01-01 07:43:03,0
18405,71,Kazakhstan,Russia,low,876,159002.44,493.35,77.22,online_transfer,desktop,0,3,2,2026-01-01 20:23:58,0
18406,68,Kazakhstan,UAE,low,2186,30951.67,999.8,2101.75,online_transfer,pos_terminal,0,5,42,2026-01-01 22:49:35,0
18407,50,UAE,Russia,medium,1743,23829.09,3022.39,615.13,online_transfer,desktop,1,1,28,2026-01-01 16:57:55,0
18408,73,Turkey,Russia,medium,1722,54422.48,1786.65,1034.93,online_transfer,pos_terminal,0,3,12,2026-01-01 01:28:04,0
18409,37,Russia,Turkey,low,67,7678.53,1302.51,1355.57,card_payment,desktop,1,4,58,2026-01-01 22:56:57,0
18410,34,Russia,Turkey,low,3109,39560.17,1007.39,1695.65,card_payment,mobile,1,3,33,2026-01-01 03:36:45,0
18411,74,UAE,Kazakhstan,medium,2317,21630.43,2617.86,4465.34,online_transfer,desktop,1,4,50,2026-01-01 10:23:58,0
18412,62,Russia,Kazakhstan,low,2581,24246.86,2255.69,2677.1,bill_payment,pos_terminal,0,3,23,2026-01-01 12:06:07,0
18413,18,Kazakhstan,Turkey,low,2682,55275.89,669.1,219.95,cash_withdrawal,mobile,0,2,58,2026-01-01 21:16:36,0
18414,37,China,Turkey,low,2239,36298.59,1026.57,1415.4,card_payment,pos_terminal,0,0,17,2026-01-01 15:19:48,0
18415,24,Russia,Turkey,low,3566,18188.44,700.56,2589.01,card_payment,mobile,0,3,55,2026-01-01 07:19:13,0
18416,37,Russia,Unknown,low,3452,20428.68,475.59,623.37,card_payment,pos_terminal,0,7,32,2026-01-01 19:22:37,0
18417,22,Russia,Russia,low,3396,98456.32,2190.26,2833.55,cash_withdrawal,desktop,0,3,56,2026-01-01 16:56:52,0
18418,22,Russia,Turkey,low,373,27828.83,1496.17,1907.93,crypto_transfer,mobile,1,1,13,2026-01-01 09:20:58,0
18419,38,Russia,Unknown,medium,2839,108209.35,1929.5,5267.41,card_payment,pos_terminal,0,3,30,2026-01-01 06:39:22,0
18420,41,Germany,Unknown,low,1460,15733.61,6154.84,4648.1,card_payment,mobile,0,2,31,2026-01-01 08:40:24,0
18421,50,Russia,Germany,low,1134,110469.16,323.96,96.9,bill_payment,atm,1,5,1,2026-01-01 14:57:13,0
18422,45,Russia,Russia,low,2447,51755.5,344.02,745.7,cash_withdrawal,desktop,0,4,3,2026-01-01 14:51:07,0
18423,32,UAE,Germany,low,2642,32229.35,502.97,963.92,cash_withdrawal,mobile,0,0,48,2026-01-01 12:29:12,0
18424,26,UAE,Unknown,low,658,31812.17,3055.74,696.34,card_payment,desktop,0,2,34,2026-01-01 14:45:21,0
18425,43,Russia,Germany,low,652,20906.02,1009.93,1332.77,online_transfer,atm,1,3,8,2026-01-01 16:43:18,0
18426,35,Russia,Russia,medium,2642,36837.62,360.5,106.48,card_payment,mobile,0,3,27,2026-01-01 16:20:49,0
18427,56,Russia,Russia,low,933,11485.37,647.18,437.88,card_payment,mobile,1,6,24,2026-01-01 22:35:15,0
18428,69,Russia,Kazakhstan,low,2887,77812.8,1927.37,2364.66,card_payment,mobile,0,3,17,2026-01-01 18:40:11,0
18429,68,Kazakhstan,Russia,low,1889,2680.86,607.35,307.43,bill_payment,atm,0,5,10,2026-01-01 11:24:33,0
18430,50,Russia,Unknown,low,1893,44887.15,2717.83,11956.59,card_payment,pos_terminal,0,3,22,2026-01-01 04:23:05,0
18431,52,Russia,Russia,low,1788,120392.16,385.12,93.41,online_transfer,pos_terminal,0,4,5,2026-01-01 22:11:15,0
18432,38,Russia,Turkey,low,2797,11624.8,1453.32,1584.53,bill_payment,mobile,0,1,2,2026-01-01 03:29:38,0
18433,71,China,Kazakhstan,medium,734,370143.26,720.37,189.22,card_payment,mobile,0,1,23,2026-01-01 01:26:07,0
18434,50,Germany,Russia,medium,1017,79538.17,1286.17,2729.77,cash_withdrawal,pos_terminal,1,3,29,2026-01-01 13:19:27,0
18435,58,Germany,Russia,medium,460,45662.5,3253.78,5877.09,online_transfer,mobile,1,5,33,2026-01-01 08:13:00,0
18436,70,Turkey,Russia,low,746,41657.51,763.92,830.28,card_payment,atm,1,3,24,2026-01-01 00:21:04,0
18437,60,Turkey,UAE,low,2124,37524.82,862.9,347.13,card_payment,desktop,0,4,25,2026-01-01 18:12:48,0
18438,20,Turkey,Germany,high,2948,72021.53,475.73,495.42,card_payment,mobile,0,4,40,2026-01-01 02:23:19,0
18439,25,Russia,UAE,medium,3106,29936.83,4669.21,6805.83,card_payment,atm,1,4,56,2026-01-01 06:22:03,0
18440,22,Russia,China,low,1425,29748.86,1711.19,1240.84,card_payment,mobile,1,6,21,2026-01-01 22:42:58,0
18441,54,Russia,Russia,medium,2676,43305.52,395.42,103.86,cash_withdrawal,mobile,1,0,12,2026-01-01 10:10:24,0
18442,38,UAE,Russia,high,512,18450.95,3115.28,2485.21,card_payment,desktop,1,3,10,2026-01-01 17:19:27,0
18443,54,Kazakhstan,UAE,low,2612,6024.41,1631.78,1915.73,online_transfer,mobile,0,5,0,2026-01-01 20:08:36,0
18444,18,Turkey,Kazakhstan,high,2621,22667.83,2872.49,13575.85,cash_withdrawal,mobile,0,3,40,2026-01-01 21:29:46,0
18445,45,Russia,Unknown,low,1667,42818.41,702.27,370.97,online_transfer,desktop,1,6,36,2026-01-01 17:00:41,0
18446,40,Russia,Russia,medium,1130,7725.38,2286.89,5589.27,online_transfer,mobile,0,5,56,2026-01-01 02:41:02,0
18447,56,China,Russia,medium,187,18014.78,593.4,2058.32,online_transfer,pos_terminal,0,1,44,2026-01-01 08:00:23,0
18448,56,China,Unknown,high,2493,30620.54,5026.58,5158.22,cash_withdrawal,pos_terminal,1,3,14,2026-01-01 09:12:11,0
18449,74,Turkey,UAE,low,2822,11550.69,2899.38,7725.58,card_payment,mobile,0,4,11,2026-01-01 12:35:50,0
18450,27,Russia,Kazakhstan,low,502,43268.6,816.73,4958.99,online_transfer,atm,0,4,32,2026-01-01 00:47:30,0
18451,22,Russia,Turkey,low,746,50210.55,1276.77,1313.62,bill_payment,atm,0,3,42,2026-01-01 10:21:05,0
18452,32,Russia,Russia,low,3036,41969.14,816.31,1317.75,online_transfer,desktop,0,3,17,2026-01-01 13:12:26,0
18453,53,Russia,Germany,low,2999,29395.11,1890.12,14637.59,online_transfer,atm,2,3,24,2026-01-01 16:33:51,1
18454,65,Russia,Turkey,medium,2558,65007.14,4261.25,4216.2,online_transfer,atm,0,0,8,2026-01-01 07:21:58,1
18455,74,Russia,Russia,high,1311,34981.99,997.41,913.45,card_payment,pos_terminal,0,2,16,2026-01-01 01:40:05,0
18456,29,UAE,Russia,low,2837,28766.47,881.92,1206.49,online_transfer,mobile,0,5,26,2026-01-01 17:06:33,0
18457,56,Russia,Russia,high,2052,5131.21,1316.75,311.71,cash_withdrawal,pos_terminal,3,1,54,2026-01-01 16:08:10,0
18458,35,Russia,Unknown,high,1507,68109.37,982.12,1884.25,online_transfer,desktop,0,0,17,2026-01-01 09:22:17,0
18459,55,Kazakhstan,Kazakhstan,high,2792,37714.33,1169.81,370.73,card_payment,mobile,1,6,42,2026-01-01 02:26:29,0
18460,36,Kazakhstan,UAE,low,3525,39386.72,1485.38,12961.74,card_payment,mobile,0,4,18,2026-01-01 03:48:15,0
18461,36,Russia,UAE,low,2048,8090.1,500.14,572.67,card_payment,atm,0,2,7,2026-01-01 22:30:40,0
18462,40,UAE,Russia,medium,1136,126845.64,848.05,1078.8,card_payment,mobile,0,2,49,2026-01-01 12:46:51,0
18463,73,Russia,Unknown,medium,1404,30870.24,1551.93,933.08,card_payment,pos_terminal,0,3,8,2026-01-01 00:55:59,0
18464,41,Russia,China,low,467,14263.09,977.36,743.86,card_payment,desktop,0,0,30,2026-01-01 00:47:40,0
18465,58,Russia,Kazakhstan,low,238,19557.99,1988.93,2697.25,cash_withdrawal,mobile,0,3,53,2026-01-01 15:11:35,0
18466,74,China,Kazakhstan,low,1347,70224.63,2887.23,901.2,cash_withdrawal,pos_terminal,1,3,39,2026-01-01 10:54:28,0
18467,53,Germany,Russia,medium,3152,12969.39,1380.39,1058.37,online_transfer,pos_terminal,2,2,57,2026-01-01 05:26:16,0
18468,54,Russia,Kazakhstan,low,1384,30806.69,1824.69,1070.26,cash_withdrawal,mobile,0,3,41,2026-01-01 00:56:33,0
18469,65,Russia,Turkey,low,1631,29330.85,647.13,778.54,crypto_transfer,desktop,0,5,15,2026-01-01 00:54:43,0
18470,54,Turkey,Russia,medium,790,18968.34,713.15,2906.64,card_payment,pos_terminal,1,3,13,2026-01-01 05:46:55,0
18471,18,Russia,Turkey,low,644,47718.74,454.2,477.16,crypto_transfer,mobile,0,1,1,2026-01-01 00:28:53,0
18472,32,Russia,UAE,low,3296,13721.64,1680.46,23869.14,card_payment,desktop,0,4,54,2026-01-01 07:46:03,0
18473,27,Kazakhstan,Russia,low,1126,19650.26,201.88,480.65,bill_payment,mobile,1,2,27,2026-01-01 16:58:27,0
18474,20,Kazakhstan,Turkey,high,1366,7022.75,2445.2,1046.19,bill_payment,pos_terminal,0,5,41,2026-01-01 04:28:52,0
18475,64,Russia,Germany,low,2322,44841.6,2656.91,2487.17,card_payment,mobile,1,1,28,2026-01-01 04:16:47,0
18476,21,Russia,Russia,medium,1705,26613.93,729.54,452.1,card_payment,mobile,1,7,28,2026-01-01 02:25:45,0
18477,49,Turkey,Russia,medium,1582,54648.52,524.46,265.34,cash_withdrawal,mobile,1,0,42,2026-01-01 08:10:29,0
18478,50,Russia,UAE,low,2434,25680.3,1858.57,507.02,card_payment,mobile,0,4,39,2026-01-01 08:15:46,0
18479,52,Russia,Russia,low,2739,11815.96,2185.55,17097.72,online_transfer,atm,0,1,22,2026-01-01 10:56:54,1
18480,45,Russia,Russia,low,2660,11437.45,1770.71,1366.87,online_transfer,mobile,0,3,58,2026-01-01 08:51:05,0
18481,26,Russia,Russia,medium,1787,90005.46,1505.17,7614.01,card_payment,mobile,1,4,41,2026-01-01 07:23:46,0
18482,72,China,Kazakhstan,high,1860,10036.52,918.6,1207.13,card_payment,pos_terminal,0,1,30,2026-01-01 09:38:29,0
18483,34,Russia,Russia,high,115,66551.13,2906.48,30242.5,online_transfer,mobile,0,1,58,2026-01-01 21:54:52,0
18484,27,Russia,Turkey,high,652,79154.67,488.17,1111.67,card_payment,mobile,0,3,21,2026-01-01 14:32:51,0
18485,22,Turkey,Germany,medium,3002,110270.07,4711.05,4708.99,card_payment,desktop,0,2,20,2026-01-01 04:33:44,0
18486,27,Kazakhstan,Germany,low,1126,19650.26,201.88,600.58,cash_withdrawal,mobile,0,2,24,2026-01-01 14:49:50,0
18487,71,Russia,Unknown,medium,3529,9196.44,1518.89,2153.38,online_transfer,mobile,0,3,47,2026-01-01 07:58:47,0
18488,64,Russia,Kazakhstan,low,1897,20184.31,1734.22,13131.99,card_payment,mobile,0,5,32,2026-01-01 12:17:04,0
18489,44,China,UAE,low,2980,24714.48,597.55,564.84,card_payment,mobile,0,1,44,2026-01-01 13:22:08,0
18490,42,Russia,China,low,2316,88264.45,1395.14,5812.34,online_transfer,pos_terminal,0,8,50,2026-01-01 17:21:23,0
18491,40,UAE,UAE,low,197,36353.77,806.73,455.25,online_transfer,pos_terminal,0,5,57,2026-01-01 04:24:31,0
18492,25,Russia,Kazakhstan,medium,2711,6555.06,7014.86,5784.65,online_transfer,desktop,0,4,34,2026-01-01 14:01:57,0
18493,56,China,Russia,high,1187,55463.43,1473.07,873.86,card_payment,mobile,0,3,1,2026-01-01 14:49:23,0
18494,67,Russia,Turkey,low,893,77327.91,1971.16,1281.57,bill_payment,mobile,0,0,10,2026-01-01 10:57:03,0
18495,46,Kazakhstan,Germany,low,1169,32490.7,2655.82,3400.54,cash_withdrawal,atm,0,2,11,2026-01-01 09:41:57,0
18496,58,Russia,Russia,low,386,11573.03,1913.67,2757.73,card_payment,mobile,0,5,38,2026-01-01 03:23:44,0
18497,20,Kazakhstan,Russia,medium,488,9658.07,2483.94,2021.86,online_transfer,atm,0,2,48,2026-01-01 14:59:12,0
18498,35,Russia,Turkey,low,2629,27626.32,832.04,406.32,card_payment,mobile,0,2,46,2026-01-01 10:41:10,0
18499,44,Russia,China,high,3045,26478.18,964.07,571.91,card_payment,desktop,0,2,49,2026-01-01 23:19:46,0
18500,28,Russia,Germany,low,75,22738.27,2645.75,2212.32,bill_payment,desktop,1,0,49,2026-01-01 11:02:19,0
18501,22,UAE,Russia,medium,1519,33138.49,1094.83,780.95,cash_withdrawal,atm,0,2,42,2026-01-01 13:34:39,0
18502,64,Germany,Russia,low,977,28268.45,823.36,627.81,online_transfer,desktop,0,6,28,2026-01-01 02:00:53,1
18503,40,Russia,China,low,2500,21731.08,861.69,4419.4,cash_withdrawal,mobile,0,3,47,2026-01-01 23:32:08,0
18504,28,Kazakhstan,China,medium,3377,47511.32,985.93,379.11,cash_withdrawal,mobile,1,3,30,2026-01-01 23:14:47,0
18505,62,Russia,China,low,2668,46235.76,3327.55,2058.26,bill_payment,mobile,1,1,37,2026-01-01 14:51:12,0
18506,39,Russia,Russia,low,3560,38962.93,534.58,450.94,bill_payment,mobile,1,5,29,2026-01-01 03:51:26,0
18507,69,Russia,Kazakhstan,low,1518,38985.69,1820.54,2933.31,cash_withdrawal,pos_terminal,1,0,11,2026-01-01 12:06:26,0
18508,51,Russia,Russia,low,512,69091.61,3301.74,293.57,bill_payment,mobile,0,1,1,2026-01-01 10:09:57,0
18509,62,China,Kazakhstan,low,2075,5032.45,1045.99,966.55,online_transfer,desktop,0,5,17,2026-01-01 13:42:25,0
18510,65,UAE,Germany,low,1214,52183.1,1308.82,2190.21,cash_withdrawal,pos_terminal,0,3,29,2026-01-01 22:22:48,0
18511,29,Turkey,Russia,medium,2347,30685.87,844.02,290.7,card_payment,pos_terminal,0,2,11,2026-01-01 05:19:15,0
18512,55,UAE,Russia,low,700,12639.68,3480.84,11553.39,bill_payment,pos_terminal,0,6,57,2026-01-01 08:16:11,0
18513,68,Russia,Russia,low,2759,50611.89,1378.36,4883.57,bill_payment,desktop,1,2,56,2026-01-01 05:44:02,0
18514,56,Russia,Germany,low,206,6251.04,638.32,530.51,card_payment,desktop,0,2,56,2026-01-01 05:51:31,0
18515,39,Russia,UAE,low,274,16660.7,334.5,229.89,card_payment,mobile,1,1,18,2026-01-01 22:00:59,0
18516,70,Germany,Unknown,medium,1422,13044.87,1309.72,4641.09,card_payment,mobile,0,5,22,2026-01-01 14:21:16,0
18517,46,Russia,Germany,low,1998,101952.18,930.13,2958.91,card_payment,mobile,1,4,58,2026-01-01 14:23:49,0
18518,69,UAE,Russia,low,830,53514.61,650.85,656.66,card_payment,desktop,3,2,51,2026-01-01 05:25:19,0
18519,61,Russia,Turkey,high,2676,25222.65,9457.34,23891.19,online_transfer,desktop,0,3,58,2026-01-01 16:19:02,0
18520,20,China,Turkey,low,2387,42016.19,2280.97,575.09,card_payment,mobile,0,2,6,2026-01-01 16:33:39,0
18521,28,Russia,Russia,high,3071,6926.65,1849.29,2372.89,card_payment,mobile,0,3,13,2026-01-01 10:00:12,0
18522,59,Russia,Turkey,low,1134,28683.74,1020.95,156.62,card_payment,atm,0,5,35,2026-01-01 23:27:57,0
18523,65,Turkey,Russia,low,3627,26343.07,1136.05,1478.65,card_payment,mobile,1,1,57,2026-01-01 09:12:56,0
18524,39,Kazakhstan,Russia,low,3524,48582.4,5440.9,3612.21,online_transfer,desktop,1,1,53,2026-01-01 19:24:29,1
18525,28,Turkey,Unknown,low,1062,16524.73,764.92,1968.52,card_payment,mobile,0,0,53,2026-01-01 04:26:22,0
18526,55,Russia,Russia,medium,2263,19689.19,899.28,522.0,online_transfer,desktop,1,3,6,2026-01-01 17:43:10,0
18527,24,Kazakhstan,Russia,low,3637,42142.19,2838.56,496.15,card_payment,desktop,0,1,12,2026-01-01 16:24:49,0
18528,52,Germany,Russia,low,331,11645.52,5640.19,37812.85,cash_withdrawal,pos_terminal,0,5,31,2026-01-01 10:44:34,0
18529,36,China,Turkey,low,3529,34786.78,4332.85,11568.86,bill_payment,mobile,0,2,14,2026-01-01 22:05:25,0
18530,47,Kazakhstan,China,low,151,113884.46,1108.8,3947.04,online_transfer,atm,0,4,41,2026-01-01 21:02:22,0
18531,46,Turkey,UAE,low,3145,107587.81,568.22,1261.8,card_payment,atm,0,4,20,2026-01-01 04:05:56,0
18532,42,Russia,Germany,low,799,71729.48,3053.46,5835.74,card_payment,mobile,0,3,34,2026-01-01 17:58:07,0
18533,64,Russia,Russia,low,1897,20184.31,1734.22,1471.08,bill_payment,mobile,0,2,41,2026-01-01 17:55:49,0
18534,50,Turkey,UAE,low,3608,10204.86,1462.83,1226.77,cash_withdrawal,atm,0,6,2,2026-01-01 13:51:19,0
18535,37,China,Russia,low,71,11496.38,472.72,883.19,card_payment,atm,0,1,9,2026-01-01 06:25:52,0
18536,46,Russia,Russia,low,1575,12598.56,491.79,1435.89,card_payment,desktop,0,1,44,2026-01-01 18:40:06,0
18537,36,Russia,Russia,low,503,33253.32,753.99,3422.72,card_payment,desktop,0,2,11,2026-01-01 21:56:58,0
18538,34,China,Unknown,medium,2947,59140.3,3647.53,3346.41,card_payment,desktop,0,2,19,2026-01-01 18:54:50,0
18539,41,Germany,Russia,low,1460,15733.61,6154.84,17165.02,cash_withdrawal,mobile,2,3,47,2026-01-01 13:25:30,0
18540,41,Russia,Russia,low,1744,117622.13,2035.05,1408.18,online_transfer,atm,0,4,12,2026-01-01 15:44:00,0
18541,38,Russia,Unknown,medium,355,25266.41,1026.26,2102.06,bill_payment,mobile,1,2,53,2026-01-01 11:04:18,0
18542,57,Russia,Germany,low,576,37523.31,5972.44,10302.35,card_payment,pos_terminal,0,5,12,2026-01-01 10:27:17,0
18543,45,Turkey,Russia,low,2636,113676.78,11717.16,20211.25,cash_withdrawal,atm,1,2,54,2026-01-01 16:00:10,0
18544,23,Turkey,Russia,low,1739,74623.74,1102.28,16604.82,card_payment,atm,1,4,25,2026-01-01 09:46:25,0
18545,61,Turkey,Russia,low,1895,29764.17,1286.18,3609.09,online_transfer,atm,0,4,11,2026-01-01 12:14:26,0
18546,20,Kazakhstan,Russia,low,1277,66485.53,1517.73,989.96,online_transfer,mobile,0,1,36,2026-01-01 15:51:51,0
18547,47,Germany,Turkey,medium,3071,10733.57,326.87,128.09,cash_withdrawal,mobile,1,4,56,2026-01-01 13:35:59,0
18548,68,Kazakhstan,Russia,low,1889,2680.86,607.35,632.25,cash_withdrawal,mobile,0,5,4,2026-01-01 11:46:56,0
18549,54,Turkey,Russia,low,241,20687.16,1458.69,3453.43,card_payment,mobile,1,3,36,2026-01-01 11:11:16,0
18550,29,China,Russia,low,733,56238.76,746.96,499.8,crypto_transfer,mobile,0,5,50,2026-01-01 09:51:32,0
18551,53,Russia,Russia,low,2529,39153.42,736.75,1028.0,cash_withdrawal,mobile,0,2,30,2026-01-01 16:21:04,0
18552,23,Russia,Kazakhstan,high,3233,16465.82,6784.16,2287.97,card_payment,desktop,1,4,45,2026-01-01 20:17:57,0
18553,69,Russia,Russia,low,2887,77812.8,1927.37,1648.13,cash_withdrawal,mobile,0,3,5,2026-01-01 07:29:15,0
18554,33,Russia,Russia,medium,1982,63655.42,5763.49,7443.93,bill_payment,mobile,0,1,39,2026-01-01 06:25:59,0
18555,34,Russia,Kazakhstan,low,2630,27152.26,3747.52,1639.9,bill_payment,mobile,0,2,44,2026-01-01 19:46:45,0
18556,35,Kazakhstan,China,medium,1516,15726.31,315.54,401.35,online_transfer,mobile,0,7,40,2026-01-01 15:34:56,1
18557,29,Russia,Russia,low,1603,59745.69,1469.6,845.61,online_transfer,pos_terminal,1,3,25,2026-01-01 04:36:29,0
18558,67,UAE,China,low,1112,51310.75,1184.06,1814.56,card_payment,pos_terminal,0,1,30,2026-01-01 01:59:08,0
18559,29,UAE,Russia,low,2154,31252.83,724.63,469.64,card_payment,desktop,1,4,34,2026-01-01 04:20:57,0
18560,74,Russia,Germany,low,663,42141.16,716.5,443.39,crypto_transfer,atm,0,4,37,2026-01-01 15:41:03,0
18561,64,Turkey,UAE,low,751,19649.24,1285.39,4883.12,cash_withdrawal,atm,0,4,48,2026-01-01 18:58:40,0
18562,71,UAE,Russia,medium,3539,28880.89,964.35,1487.47,card_payment,mobile,1,3,19,2026-01-01 12:09:07,0
18563,66,Germany,Russia,medium,1159,9576.03,1848.31,454.88,online_transfer,atm,1,1,17,2026-01-01 00:17:54,0
18564,43,UAE,Turkey,low,3220,11121.7,1159.75,1892.47,card_payment,mobile,1,5,27,2026-01-01 21:59:55,0
18565,41,Germany,Russia,medium,2498,24821.73,1371.95,1304.94,card_payment,desktop,0,4,4,2026-01-01 15:51:45,0
18566,30,UAE,Kazakhstan,medium,522,9763.76,789.3,338.3,online_transfer,pos_terminal,0,2,0,2026-01-01 20:49:44,0
18567,55,Germany,Turkey,low,3307,90650.22,1453.57,2146.97,card_payment,pos_terminal,1,4,22,2026-01-01 12:02:06,0
18568,67,Kazakhstan,Russia,medium,1140,17268.09,1019.14,1189.15,card_payment,mobile,0,9,51,2026-01-01 20:50:54,0
18569,67,Kazakhstan,Russia,low,1711,71160.23,989.69,1279.31,bill_payment,mobile,0,3,45,2026-01-01 09:29:45,0
18570,26,Kazakhstan,Turkey,medium,3297,39236.71,1038.79,6899.86,card_payment,mobile,1,3,29,2026-01-01 22:23:03,0
18571,28,Turkey,Russia,medium,949,50879.99,862.58,221.32,card_payment,mobile,1,4,23,2026-01-01 22:22:12,0
18572,18,Russia,Turkey,low,644,47718.74,454.2,84.92,online_transfer,mobile,0,2,45,2026-01-01 18:58:47,0
18573,45,Russia,Unknown,medium,1722,16559.16,1026.04,5233.93,card_payment,mobile,0,0,17,2026-01-01 17:43:31,0
18574,32,UAE,UAE,low,2642,32229.35,502.97,562.57,online_transfer,mobile,1,3,46,2026-01-01 01:31:35,0
18575,45,Russia,Germany,low,2468,30836.4,725.1,659.1,card_payment,desktop,0,3,35,2026-01-01 23:09:35,0
18576,71,Germany,Russia,low,620,33666.55,253.33,180.76,bill_payment,mobile,0,2,16,2026-01-01 01:26:25,0
18577,66,UAE,Turkey,low,318,63555.93,1889.39,4889.45,online_transfer,mobile,2,4,37,2026-01-01 05:41:00,0
18578,21,Turkey,Russia,high,1534,18555.74,2597.02,2813.05,online_transfer,mobile,0,6,1,2026-01-01 01:36:43,0
18579,62,China,UAE,low,2075,5032.45,1045.99,1612.48,online_transfer,atm,1,5,55,2026-01-01 03:56:48,1
18580,72,Russia,Turkey,medium,1736,23347.74,665.87,1410.64,card_payment,mobile,0,4,49,2026-01-01 04:18:33,0
18581,48,Turkey,Germany,low,1731,141304.74,4962.93,12150.15,card_payment,pos_terminal,0,2,49,2026-01-01 21:33:42,0
18582,67,Kazakhstan,Russia,low,1365,93254.37,409.13,453.35,online_transfer,mobile,0,3,37,2026-01-01 19:02:20,0
